Departamentos,2019
Amazonas,30.5
Áncash,17.5
Apurímac,29.1
Arequipa,6.0
Ayacucho,39.4
Cajamarca,38.0
Cusco,23.0
Huancavelica,36.9
Huánuco,29.4
Ica,2.6
Junín,20.7
La Libertad,24.7
Lambayeque,10.2
Lima ,14.5
Loreto,32.2
Madre de Dios,9.2
Moquegua,9.2
Pasco,30.3
Piura,24.2
Puno,34.7
San Martín,25.4
Tacna,13.3
Tumbes,13.7
Ucayali,12.3
